,TP,FP,FN,TN,coverage,accuracy,precision,recall,F1,training_set,seed,threshold
622,466,40,244,1219170,1.0,0.9997671978490393,0.9209486166007905,0.6563380281690141,0.7664473684210525,canlobby_client_names,3,0.2
623,462,38,248,1219172,1.0,0.999765558397272,0.924,0.6507042253521127,0.7636363636363638,canlobby_client_names,3,0.22
624,462,30,248,1219180,1.0,0.9997721162043413,0.9390243902439024,0.6507042253521127,0.7687188019966722,canlobby_client_names,3,0.24
625,460,22,250,1219188,1.0,0.9997770345596433,0.9543568464730291,0.647887323943662,0.7718120805369127,canlobby_client_names,3,0.26
626,448,22,262,1219188,1.0,0.9997671978490393,0.9531914893617022,0.6309859154929578,0.7593220338983051,canlobby_client_names,3,0.28
627,436,22,274,1219188,1.0,0.9997573611384353,0.9519650655021834,0.6140845070422535,0.7465753424657534,canlobby_client_names,3,0.3
628,434,20,276,1219190,1.0,0.9997573611384353,0.9559471365638766,0.6112676056338028,0.7457044673539519,canlobby_client_names,3,0.32
629,410,18,300,1219192,1.0,0.9997393271689947,0.9579439252336449,0.5774647887323944,0.7205623901581723,canlobby_client_names,3,0.34
630,402,18,308,1219192,1.0,0.9997327693619253,0.9571428571428572,0.5661971830985916,0.7115044247787612,canlobby_client_names,3,0.36
631,394,18,316,1219192,1.0,0.9997262115548561,0.9563106796116505,0.5549295774647888,0.7023172905525848,canlobby_client_names,3,0.38
632,394,18,316,1219192,1.0,0.9997262115548561,0.9563106796116505,0.5549295774647888,0.7023172905525848,canlobby_client_names,3,0.4
633,390,14,320,1219196,1.0,0.9997262115548561,0.9653465346534653,0.5492957746478874,0.7001795332136446,canlobby_client_names,3,0.42
634,388,14,322,1219196,1.0,0.9997245721030887,0.9651741293532339,0.5464788732394367,0.6978417266187052,canlobby_client_names,3,0.44
635,366,14,344,1219196,1.0,0.9997065381336481,0.9631578947368421,0.5154929577464789,0.671559633027523,canlobby_client_names,3,0.46
636,358,14,352,1219196,1.0,0.9996999803265788,0.9623655913978495,0.504225352112676,0.6617375231053605,canlobby_client_names,3,0.48
637,346,12,364,1219198,1.0,0.9996917830677422,0.9664804469273743,0.48732394366197185,0.6479400749063671,canlobby_client_names,3,0.5
638,340,10,370,1219200,1.0,0.9996885041642075,0.9714285714285714,0.4788732394366197,0.6415094339622641,canlobby_client_names,3,0.52
639,334,10,376,1219200,1.0,0.9996835858089055,0.9709302325581395,0.4704225352112676,0.6337760910815939,canlobby_client_names,3,0.54
640,330,10,380,1219200,1.0,0.9996803069053708,0.9705882352941176,0.4647887323943662,0.6285714285714286,canlobby_client_names,3,0.56
641,328,10,382,1219200,1.0,0.9996786674536036,0.9704142011834319,0.4619718309859155,0.6259541984732825,canlobby_client_names,3,0.58
642,326,10,384,1219200,1.0,0.9996770280018362,0.9702380952380952,0.4591549295774648,0.6233269598470363,canlobby_client_names,3,0.6
643,314,10,396,1219200,1.0,0.9996671912912322,0.9691358024691358,0.4422535211267606,0.6073500967117988,canlobby_client_names,3,0.62
644,304,4,406,1219206,1.0,0.9996639123876976,0.987012987012987,0.428169014084507,0.5972495088408645,canlobby_client_names,3,0.64
645,286,4,424,1219206,1.0,0.9996491573217916,0.9862068965517241,0.4028169014084507,0.5720000000000001,canlobby_client_names,3,0.66
646,282,4,428,1219206,1.0,0.9996458784182569,0.986013986013986,0.3971830985915493,0.5662650602409639,canlobby_client_names,3,0.68
647,276,4,434,1219206,1.0,0.999640960062955,0.9857142857142858,0.38873239436619716,0.5575757575757576,canlobby_client_names,3,0.7000000000000001
648,268,4,442,1219206,1.0,0.9996344022558856,0.9852941176470589,0.37746478873239436,0.5458248472505092,canlobby_client_names,3,0.72
649,260,4,450,1219206,1.0,0.9996278444488164,0.9848484848484849,0.36619718309859156,0.5338809034907598,canlobby_client_names,3,0.74
650,228,4,482,1219206,1.0,0.9996016132205391,0.9827586206896551,0.3211267605633803,0.4840764331210191,canlobby_client_names,3,0.76
651,224,4,486,1219206,1.0,0.9995983343170044,0.9824561403508771,0.3154929577464789,0.4776119402985075,canlobby_client_names,3,0.78
652,218,4,492,1219206,1.0,0.9995934159617024,0.9819819819819819,0.30704225352112674,0.4678111587982832,canlobby_client_names,3,0.8
653,210,4,500,1219206,1.0,0.9995868581546331,0.9813084112149533,0.29577464788732394,0.4545454545454545,canlobby_client_names,3,0.8200000000000001
654,188,4,522,1219206,1.0,0.9995688241851924,0.9791666666666666,0.2647887323943662,0.4168514412416851,canlobby_client_names,3,0.84
655,172,4,538,1219206,1.0,0.9995557085710538,0.9772727272727273,0.24225352112676057,0.3882618510158014,canlobby_client_names,3,0.86
656,146,4,564,1219206,1.0,0.9995343956980786,0.9733333333333334,0.2056338028169014,0.33953488372093027,canlobby_client_names,3,0.88
657,114,4,596,1219206,1.0,0.9995081644698013,0.9661016949152542,0.16056338028169015,0.27536231884057977,canlobby_client_names,3,0.9
658,80,4,630,1219206,1.0,0.9994802937897567,0.9523809523809523,0.11267605633802817,0.20151133501259444,canlobby_client_names,3,0.92
659,52,2,658,1219208,1.0,0.9994589809167814,0.9629629629629629,0.07323943661971831,0.13612565445026178,canlobby_client_names,3,0.9400000000000001
660,34,2,676,1219208,1.0,0.9994442258508754,0.9444444444444444,0.04788732394366197,0.09115281501340482,canlobby_client_names,3,0.96
661,8,0,702,1219210,1.0,0.9994245524296675,1.0,0.011267605633802818,0.022284122562674095,canlobby_client_names,3,0.98
662,0,0,710,1219210,1.0,0.0,0.0,0.0,0.0,canlobby_client_names,3,1.0
663,706,1228066,0,0,1.0,0.0005745573629607445,0.0005745573629607445,1.0,0.0011484548727183407,canlobby_client_names,4,0.0
664,602,33770,104,1194296,1.0,0.9724326400666682,0.017514255789596183,0.8526912181303116,0.03432350761160841,canlobby_client_names,4,0.02
665,570,1400,136,1226666,1.0,0.9987499715162781,0.2893401015228426,0.8073654390934845,0.4260089686098655,canlobby_client_names,4,0.04
666,564,438,142,1227628,1.0,0.9995279840360946,0.562874251497006,0.7988668555240793,0.6604215456674474,canlobby_client_names,4,0.06
667,562,160,144,1227906,1.0,0.9997525985292633,0.778393351800554,0.7960339943342776,0.7871148459383753,canlobby_client_names,4,0.08
668,550,100,156,1227966,1.0,0.9997916619193796,0.8461538461538461,0.7790368271954674,0.8112094395280236,canlobby_client_names,4,0.1
669,550,78,156,1227988,1.0,0.9998095659731829,0.8757961783439491,0.7790368271954674,0.8245877061469266,canlobby_client_names,4,0.12
670,538,58,168,1228008,1.0,0.9998160765382024,0.9026845637583892,0.7620396600566572,0.8264208909370199,canlobby_client_names,4,0.14
671,532,50,174,1228016,1.0,0.9998177041794573,0.9140893470790378,0.7535410764872521,0.826086956521739,canlobby_client_names,4,0.16
672,524,46,182,1228020,1.0,0.9998144488969475,0.9192982456140351,0.7422096317280453,0.8213166144200628,canlobby_client_names,4,0.18
673,520,38,186,1228028,1.0,0.9998177041794573,0.931899641577061,0.7365439093484419,0.8227848101265822,canlobby_client_names,4,0.2
674,520,36,186,1228030,1.0,0.999819331820712,0.935251798561151,0.7365439093484419,0.8240887480190173,canlobby_client_names,4,0.22
675,520,28,186,1228038,1.0,0.9998258423857315,0.948905109489051,0.7365439093484419,0.8293460925039872,canlobby_client_names,4,0.24
676,518,28,188,1228038,1.0,0.9998242147444766,0.9487179487179487,0.7337110481586402,0.827476038338658,canlobby_client_names,4,0.26
677,514,26,192,1228040,1.0,0.9998225871032218,0.9518518518518518,0.7280453257790368,0.8250401284109149,canlobby_client_names,4,0.28
678,496,24,210,1228042,1.0,0.9998095659731829,0.9538461538461539,0.7025495750708215,0.8091353996737357,canlobby_client_names,4,0.3
679,496,12,210,1228054,1.0,0.999819331820712,0.9763779527559056,0.7025495750708215,0.8171334431630972,canlobby_client_names,4,0.32
680,480,12,226,1228054,1.0,0.9998063106906733,0.975609756097561,0.6798866855524079,0.8013355592654424,canlobby_client_names,4,0.34
681,466,12,240,1228054,1.0,0.9997949172018894,0.9748953974895398,0.660056657223796,0.7871621621621623,canlobby_client_names,4,0.36
682,460,12,246,1228054,1.0,0.9997900342781249,0.9745762711864406,0.6515580736543909,0.7809847198641765,canlobby_client_names,4,0.38
683,454,10,252,1228056,1.0,0.9997867789956152,0.978448275862069,0.6430594900849859,0.7760683760683761,canlobby_client_names,4,0.4
684,452,6,254,1228060,1.0,0.99978840663687,0.9868995633187773,0.6402266288951841,0.7766323024054983,canlobby_client_names,4,0.42
685,440,6,266,1228060,1.0,0.9997786407893409,0.9865470852017937,0.623229461756374,0.7638888888888888,canlobby_client_names,4,0.44
686,434,4,272,1228062,1.0,0.9997753855068312,0.9908675799086758,0.6147308781869688,0.7587412587412588,canlobby_client_names,4,0.46
687,418,4,288,1228062,1.0,0.9997623643767924,0.990521327014218,0.5920679886685553,0.7411347517730497,canlobby_client_names,4,0.48
688,410,2,296,1228064,1.0,0.9997574814530279,0.9951456310679612,0.5807365439093485,0.7334525939177103,canlobby_client_names,4,0.5
689,390,2,316,1228064,1.0,0.9997412050404795,0.9948979591836735,0.5524079320113314,0.7103825136612021,canlobby_client_names,4,0.52
690,384,2,322,1228064,1.0,0.9997363221167149,0.9948186528497409,0.5439093484419264,0.7032967032967032,canlobby_client_names,4,0.54
691,366,2,340,1228064,1.0,0.9997216733454213,0.9945652173913043,0.5184135977337111,0.6815642458100559,canlobby_client_names,4,0.56
692,350,2,356,1228064,1.0,0.9997086522153825,0.9943181818181818,0.49575070821529743,0.661625708884688,canlobby_client_names,4,0.58
693,332,2,374,1228064,1.0,0.9996940034440889,0.9940119760479041,0.4702549575070821,0.6384615384615384,canlobby_client_names,4,0.6
694,306,2,400,1228064,1.0,0.9996728441077759,0.9935064935064936,0.43342776203966005,0.6035502958579881,canlobby_client_names,4,0.62
695,298,2,408,1228064,1.0,0.9996663335427565,0.9933333333333333,0.42209631728045327,0.5924453280318092,canlobby_client_names,4,0.64
696,298,2,408,1228064,1.0,0.9996663335427565,0.9933333333333333,0.42209631728045327,0.5924453280318092,canlobby_client_names,4,0.66
697,298,2,408,1228064,1.0,0.9996663335427565,0.9933333333333333,0.42209631728045327,0.5924453280318092,canlobby_client_names,4,0.68
698,276,2,430,1228064,1.0,0.9996484294889532,0.9928057553956835,0.3909348441926346,0.5609756097560976,canlobby_client_names,4,0.7000000000000001
699,270,2,436,1228064,1.0,0.9996435465651886,0.9926470588235294,0.38243626062322944,0.5521472392638037,canlobby_client_names,4,0.72
700,264,2,442,1228064,1.0,0.9996386636414242,0.9924812030075187,0.37393767705382436,0.5432098765432098,canlobby_client_names,4,0.74
701,254,2,452,1228064,1.0,0.9996305254351499,0.9921875,0.3597733711048159,0.5280665280665281,canlobby_client_names,4,0.76
702,234,2,472,1228064,1.0,0.9996142490226014,0.9915254237288136,0.3314447592067989,0.4968152866242039,canlobby_client_names,4,0.78
703,208,2,498,1228064,1.0,0.9995930896862885,0.9904761904761905,0.29461756373937675,0.45414847161572053,canlobby_client_names,4,0.8
704,202,2,504,1228064,1.0,0.9995882067625239,0.9901960784313726,0.28611898016997167,0.44395604395604393,canlobby_client_names,4,0.8200000000000001
705,176,2,530,1228064,1.0,0.9995670474262108,0.9887640449438202,0.24929178470254956,0.39819004524886875,canlobby_client_names,4,0.84
706,158,2,548,1228064,1.0,0.9995523986549173,0.9875,0.2237960339943343,0.36489607390300227,canlobby_client_names,4,0.86
707,144,2,562,1228064,1.0,0.9995410051661333,0.9863013698630136,0.20396600566572237,0.3380281690140845,canlobby_client_names,4,0.88
708,124,2,582,1228064,1.0,0.9995247287535849,0.9841269841269841,0.17563739376770537,0.2980769230769231,canlobby_client_names,4,0.9
709,98,2,608,1228064,1.0,0.9995035694172719,0.98,0.1388101983002833,0.24317617866004967,canlobby_client_names,4,0.92
710,74,0,632,1228066,1.0,0.9994856653634686,1.0,0.1048158640226629,0.18974358974358976,canlobby_client_names,4,0.9400000000000001
711,40,0,666,1228066,1.0,0.9994579954621362,1.0,0.056657223796033995,0.10723860589812331,canlobby_client_names,4,0.96
712,6,0,700,1228066,1.0,0.9994303255608038,1.0,0.0084985835694051,0.016853932584269662,canlobby_client_names,4,0.98
713,2,0,704,1228066,1.0,0.9994270702782941,1.0,0.0028328611898017,0.005649717514124295,canlobby_client_names,4,1.0
714,712,1181944,0,0,1.0,0.0006020347421397262,0.0006020347421397262,1.0,0.0012033450287653544,canlobby_client_names,5,0.0
715,646,91204,66,1090740,1.0,0.9228262487147573,0.007033206314643441,0.9073033707865169,0.013958211793176467,canlobby_client_names,5,0.02
716,608,4246,104,1177698,1.0,0.9963218383029385,0.12525751957148742,0.8539325842696629,0.21846927775781527,canlobby_client_names,5,0.04
717,604,1380,108,1180564,1.0,0.998741815033281,0.30443548387096775,0.848314606741573,0.44807121661721067,canlobby_client_names,5,0.06
718,600,676,112,1181268,1.0,0.9993337031224634,0.4702194357366771,0.8426966292134831,0.6036217303822937,canlobby_client_names,5,0.08
719,596,376,116,1181568,1.0,0.9995839872287462,0.6131687242798354,0.8370786516853933,0.7078384798099763,canlobby_client_names,5,0.1
720,574,214,138,1181730,1.0,0.9997023648465826,0.7284263959390863,0.8061797752808989,0.7653333333333333,canlobby_client_names,5,0.12
721,554,144,158,1181800,1.0,0.9997446425672385,0.7936962750716332,0.7780898876404494,0.7858156028368793,canlobby_client_names,5,0.14
722,550,124,162,1181820,1.0,0.9997581714378484,0.8160237388724035,0.7724719101123596,0.7936507936507936,canlobby_client_names,5,0.16
723,546,112,166,1181832,1.0,0.9997649358731533,0.8297872340425532,0.7668539325842697,0.7970802919708029,canlobby_client_names,5,0.18
724,534,94,178,1181850,1.0,0.999770009199632,0.8503184713375797,0.75,0.7970149253731342,canlobby_client_names,5,0.2
725,484,76,228,1181868,1.0,0.9997429514584123,0.8642857142857143,0.6797752808988764,0.761006289308176,canlobby_client_names,5,0.22
726,450,56,262,1181888,1.0,0.9997311136966286,0.8893280632411067,0.6320224719101124,0.7389162561576356,canlobby_client_names,5,0.24
727,436,56,276,1181888,1.0,0.999719275934845,0.8861788617886179,0.6123595505617978,0.7242524916943522,canlobby_client_names,5,0.26
728,418,38,294,1181906,1.0,0.999719275934845,0.9166666666666666,0.5870786516853933,0.7157534246575343,canlobby_client_names,5,0.28
729,408,34,304,1181910,1.0,0.9997142026083663,0.9230769230769231,0.5730337078651685,0.7071057192374349,canlobby_client_names,5,0.3
730,406,34,306,1181910,1.0,0.99971251149954,0.9227272727272727,0.5702247191011236,0.7048611111111112,canlobby_client_names,5,0.32
731,398,32,314,1181912,1.0,0.9997074381730613,0.9255813953488372,0.5589887640449438,0.6970227670753065,canlobby_client_names,5,0.34
732,384,20,328,1181924,1.0,0.9997057470642351,0.9504950495049505,0.5393258426966292,0.6881720430107526,canlobby_client_names,5,0.36
733,382,16,330,1181928,1.0,0.9997074381730613,0.9597989949748744,0.5365168539325843,0.6882882882882885,canlobby_client_names,5,0.38
734,380,16,332,1181928,1.0,0.9997057470642351,0.9595959595959596,0.5337078651685393,0.6859205776173284,canlobby_client_names,5,0.4
735,372,8,340,1181936,1.0,0.9997057470642351,0.9789473684210527,0.5224719101123596,0.6813186813186813,canlobby_client_names,5,0.42
736,366,8,346,1181936,1.0,0.9997006737377564,0.9786096256684492,0.5140449438202247,0.6740331491712708,canlobby_client_names,5,0.44
737,366,6,346,1181938,1.0,0.9997023648465826,0.9838709677419355,0.5140449438202247,0.6752767527675276,canlobby_client_names,5,0.46
738,340,6,372,1181938,1.0,0.9996803804318416,0.9826589595375722,0.47752808988764045,0.6427221172022684,canlobby_client_names,5,0.48
739,332,6,380,1181938,1.0,0.9996736159965366,0.9822485207100592,0.46629213483146065,0.6323809523809523,canlobby_client_names,5,0.5
740,330,6,382,1181938,1.0,0.9996719248877104,0.9821428571428571,0.46348314606741575,0.6297709923664123,canlobby_client_names,5,0.52
741,326,6,386,1181938,1.0,0.9996685426700579,0.9819277108433735,0.45786516853932585,0.6245210727969349,canlobby_client_names,5,0.54
742,322,6,390,1181938,1.0,0.9996651604524054,0.9817073170731707,0.45224719101123595,0.6192307692307693,canlobby_client_names,5,0.56
743,316,6,396,1181938,1.0,0.9996600871259267,0.9813664596273292,0.4438202247191011,0.6112185686653772,canlobby_client_names,5,0.58
744,298,2,414,1181942,1.0,0.9996482493641431,0.9933333333333333,0.41853932584269665,0.5889328063241106,canlobby_client_names,5,0.6
745,282,2,430,1181942,1.0,0.9996347204935332,0.9929577464788732,0.3960674157303371,0.5662650602409639,canlobby_client_names,5,0.62
746,278,2,434,1181942,1.0,0.9996313382758807,0.9928571428571429,0.3904494382022472,0.5604838709677419,canlobby_client_names,5,0.64
747,266,2,446,1181942,1.0,0.9996211916229233,0.9925373134328358,0.37359550561797755,0.5428571428571429,canlobby_client_names,5,0.66
748,252,2,460,1181942,1.0,0.9996093538611397,0.9921259842519685,0.3539325842696629,0.5217391304347827,canlobby_client_names,5,0.68
749,252,2,460,1181942,1.0,0.9996093538611397,0.9921259842519685,0.3539325842696629,0.5217391304347827,canlobby_client_names,5,0.7000000000000001
750,238,2,474,1181942,1.0,0.999597516099356,0.9916666666666667,0.3342696629213483,0.4999999999999999,canlobby_client_names,5,0.72
751,232,2,480,1181942,1.0,0.9995924427728773,0.9914529914529915,0.3258426966292135,0.4904862579281184,canlobby_client_names,5,0.74
752,232,2,480,1181942,1.0,0.9995924427728773,0.9914529914529915,0.3258426966292135,0.4904862579281184,canlobby_client_names,5,0.76
753,222,2,490,1181942,1.0,0.9995839872287462,0.9910714285714286,0.31179775280898875,0.47435897435897434,canlobby_client_names,5,0.78
754,212,2,500,1181942,1.0,0.999575531684615,0.9906542056074766,0.29775280898876405,0.4578833693304536,canlobby_client_names,5,0.8
755,194,2,518,1181942,1.0,0.9995603117051789,0.9897959183673469,0.27247191011235955,0.4273127753303965,canlobby_client_names,5,0.8200000000000001
756,176,0,536,1181944,1.0,0.999546782834569,1.0,0.24719101123595505,0.3963963963963964,canlobby_client_names,5,0.84
757,166,0,546,1181944,1.0,0.9995383272904378,1.0,0.23314606741573032,0.378132118451025,canlobby_client_names,5,0.86
758,152,0,560,1181944,1.0,0.9995264895286542,1.0,0.21348314606741572,0.3518518518518518,canlobby_client_names,5,0.88
